2013/04/15,FGL,ORI,65,YR-MDG
2013/04/15,PAG,TCV,75,YR-MDI
2013/04/16,CIO,FVI,60,YR-MDI
2013/04/16,FGL,CMR,60,YR-MDG
2013/04/16,CIO,NDC,60,YR-MDI
2013/04/16,FGL,ORI,60,YR-MDG
2013/04/16,CIO,BOB,60,YR-MDI
2013/04/16,FGL,CND,60,YR-MDG
2013/04/16,PAG,TCV,60,YR-MDI
2013/04/16,PAG,SRS,60,YR-MDI
2013/04/16,PAG,IGI,80,YR-MDI
2013/04/17,FGL,ORI,60,YR-MDG
2013/04/17,FGL,CND,60,YR-MDG
2013/04/17,FGL,CMR,60,YR-MDG
2013/04/18,FGL,CND,60,YR-MDG
2013/04/18,FGL,CMR,60,YR-MDG
2013/04/18,FGL,ORI,60,YR-MDG
2013/04/18,FGL,TCV,60,YR-MDI
2013/04/18,FGL,SRS,60,YR-MDI
2013/04/18,FGL,IGI,70,YR-MDI
2013/04/20,FGL,CND,90,YR-MDG
2013/04/20,MUS,SRS,60,YR-MDI
2013/04/20,CIO,NDC,60,YR-MDI
2013/04/20,CIO,BOB,60,YR-MDI
2013/04/20,MUS,TCV,60,YR-MDI
2013/04/20,FGL,ORI,90,YR-MDG
2013/04/20,CIO,FVI,60,YR-MDI
2013/04/20,MUS,IGI,60,YR-MDI
2013/04/22,FGL,CMR,120,YR-MDG
2013/04/22,MUS,SRS,60,YR-MDI
2013/04/22,MUS,TCV,60,YR-MDI
2013/04/22,MUS,IGI,60,YR-MDI
2013/04/22,FGL,ORI,60,YR-MDG
2013/04/22,CIO,BOB,60,YR-MDI
2013/04/22,FGL,ORI,60,YR-MDG
2013/04/22,CIO,FVI,60,YR-MDI
2013/04/22,FGL,CND,120,YR-MDG
2013/04/22,CIO,NDC,60,YR-MDI
2013/04/23,MUS,SRS,60,YR-MDI
2013/04/23,MUS,TCV,60,YR-MDI
2013/04/23,FGL,CND,60,YR-MDG
2013/04/23,FGL,CMR,60,YR-MDG
2013/04/23,MUS,IGI,60,YR-MDI
2013/04/23,FGL,ORI,60,YR-MDG
2013/04/23,CIO,FVI,60,YR-MDI
2013/04/23,FGL,CMR,70,YR-MDG
2013/04/23,CIO,FVI,0,YR-MDI
2013/04/23,CIO,NDC,60,YR-MDI
2013/04/23,CIO,BOB,60,YR-MDI
2013/04/23,FGL,ORI,75,YR-MDG
2013/04/24,FGL,CMR,120,YR-MDG
2013/04/24,MUS,SRS,60,YR-MDI
2013/04/24,MUS,IGI,60,YR-MDI
2013/04/24,MUS,TCV,60,YR-MDI
2013/04/24,FGL,ORI,60,YR-MDG
2013/04/24,FGL,ORI,60,YR-MDG
2013/04/24,CIO,NDC,60,YR-MDI
2013/04/24,FGL,CND,120,YR-MDG
2013/04/24,CIO,BOB,60,YR-MDI
2013/04/24,CIO,FVI,60,YR-MDI
2013/04/25,FGL,CND,60,YR-MDG
2013/04/25,FGL,CMR,60,YR-MDG
2013/04/25,FGL,ORI,60,YR-MDG
2013/04/25,FGL,TCV,60,YR-MDG
2013/04/25,CIO,BOB,60,YR-MDI
2013/04/25,CIO,FVI,60,YR-MDI
2013/04/25,CIO,NDC,60,YR-MDI
2013/04/26,MUS,SRS,90,YR-MDI
2013/04/26,MUS,IGI,90,YR-MDI
2013/04/26,FGL,CMR,60,YR-MDG
2013/04/26,CIO,FVI,60,YR-MDI
2013/04/26,FGL,ORI,60,YR-MDG
2013/04/26,CIO,NDC,60,YR-MDI
2013/04/26,FGL,CND,60,YR-MDG
2013/04/26,CIO,BOB,60,YR-MDI
2013/04/27,MUS,SRS,90,YR-MDI
2013/04/27,FGL,CMR,90,YR-MDG
2013/04/27,FGL,ORI,95,YR-MDG
2013/04/27,MUS,IGI,95,YR-MDI
2013/04/29,CIO,NDC,60,YR-MDI
2013/04/29,CIO,BOB,60,YR-MDI
2013/04/29,FGL,ORI,60,YR-MDG
2013/04/29,CIO,FVI,60,YR-MDI
2013/04/29,FGL,CND,60,YR-MDG
2013/04/29,MUS,SRS,90,YR-MDI
2013/04/29,FGL,CMR,60,YR-MDG
2013/04/29,MUS,IGI,95,YR-MDI
2013/04/30,CIO,BOB,60,YR-MDI
2013/04/30,CIO,FVI,60,YR-MDI
2013/04/30,CIO,NDC,60,YR-MDI
2013/04/30,MUS,IGI,90,YR-MDI
2013/04/30,FGL,CND,90,YR-MDG
2013/04/30,MUS,SRS,90,YR-MDI
2013/04/30,FGL,ORI,90,YR-MDG
2013/05/08,MUS,SRS,80,YR-MDI
2013/05/08,FGL,CND,60,YR-MDG
2013/05/08,MUS,TCV,60,YR-MDI
2013/05/08,FGL,CMR,60,YR-MDG
2013/05/08,MUS,IGI,60,YR-MDI
2013/05/08,FGL,ORI,60,YR-MDG
2013/05/08,CIO,FVI,60,YR-MDI
2013/05/08,CIO,NDC,60,YR-MDI
2013/05/08,CIO,BOB,60,YR-MDI
2013/05/09,MUS,IGI,60,YR-MDG
2013/05/09,MUS,TCV,60,YR-MDG
2013/05/09,MUS,SRS,60,YR-MDG
2013/05/09,CIO,NDC,60,YR-MDG
2013/05/09,CIO,BOB,60,YR-MDG
2013/05/09,CIO,FVI,60,YR-MDG
2013/05/10,MUS,TCV,180,YR-MDG
2013/05/10,FGL,CMR,90,YR-MDI
2013/05/10,FGL,ORI,90,YR-MDI
2013/05/10,CIO,BOB,60,YR-MDG
2013/05/10,CIO,FVI,60,YR-MDG
2013/05/10,CIO,NDC,60,YR-MDG
2013/05/11,FGL,CND,105,YR-MDI
2013/05/13,FGL,CND,60,YR-MDI
2013/05/13,MUS,SRS,60,YR-MDG
2013/05/13,MUS,IGI,60,YR-MDG
2013/05/13,FGL,CMR,60,YR-MDI
2013/05/13,CIO,FVI,60,YR-MDI
2013/05/13,CIO,NDC,60,YR-MDI
2013/05/14,ASO,ORI,60,YR-MDI
2013/05/14,ASO,CMR,60,YR-MDI
2013/05/14,CIO,NDC,60,YR-MDI
2013/05/14,CIO,BOB,60,YR-MDI
2013/05/15,MUS,SRS,60,YR-MDI
2013/05/15,ASO,ORI,60,YR-MDG
2013/05/15,ASO,NDC,60,YR-MDG
2013/05/15,MUS,TCV,60,YR-MDI
2013/05/15,FGL,CMR,60,YR-MDG
2013/05/15,CIO,BOB,60,YR-MDI
2013/05/15,FGL,CND,60,YR-MDG
2013/05/15,CIO,FVI,60,YR-MDI
2013/05/16,MUS,SRS,60,YR-MDG
2013/05/16,MUS,IGI,60,YR-MDG
2013/05/16,ASO,NDC,60,YR-MDG
2013/05/16,ASO,ORI,60,YR-MDG
2013/05/16,FGL,CND,60,YR-MDG
2013/05/16,FGL,CMR,60,YR-MDG
2013/05/17,MUS,TCV,120,YR-MDG
2013/05/17,FGL,CND,60,YR-MDI
2013/05/17,FGL,CMR,60,YR-MDI
2013/05/17,FGL,BOB,60,YR-MDI
2013/05/17,FGL,FVI,60,YR-MDI
2013/05/18,FGL,CND,60,YR-MDG
2013/05/18,ASO,NDC,60,YR-MDI
2013/05/18,ASO,FVI,60,YR-MDI
2013/05/18,FGL,CMR,60,YR-MDG
2013/05/18,MUS,TCV,120,YR-MDG
2013/05/18,ASO,FVI,60,YR-MDI
2013/05/18,ASO,ORI,60,YR-MDI
2013/05/20,MUS,SRS,60,YR-MDG
2013/05/20,FGL,CND,60,YR-MDI
2013/05/20,MUS,IGI,60,YR-MDG
2013/05/20,FGL,FVI,60,YR-MDI
2013/05/20,MUS,BOB,60,YR-MDG
2013/05/20,MUS,NDC,60,YR-MDG
2013/05/22,FGL,IGI,60,YR-MDI
2013/05/22,MUS,CMR,60,YR-MDG
2013/05/22,FGL,TCV,60,YR-MDI
2013/05/22,MUS,ORI,60,YR-MDG
2013/05/22,MUS,FVI,60,YR-MDG
2013/05/22,ASO,SRS,60,YR-MDI
2013/05/22,ASO,BOB,60,YR-MDI
2013/05/22,MUS,NDC,60,YR-MDG
2013/05/23,ASO,CMR,60,YR-MDG
2013/05/23,MUS,CND,60,YR-MDI
2013/05/23,ASO,BOB,60,YR-MDG
2013/05/23,MUS,ORI,60,YR-MDI
2013/05/24,MUS,CND,60,YR-MDI
2013/05/24,ASO,IGI,60,YR-MDG
2013/05/24,MUS,ORI,60,YR-MDI
2013/05/24,ASO,SRS,60,YR-MDG
2013/05/25,ASO,TCV,60,YR-MDG
2013/05/25,MUS,CMR,60,YR-MDI
2013/05/25,ASO,IGI,60,YR-MDG
2013/05/25,MUS,BOB,60,YR-MDI
2013/05/25,MUS,SRS,60,YR-MDI
2013/05/25,ASO,FVI,60,YR-MDG
2013/05/25,MUS,NDC,60,YR-MDI
2013/05/25,ASO,ORI,60,YR-MDG
2013/05/27,ASO,FVI,60,YR-MDG
2013/05/27,MUS,BOB,60,YR-MDI
2013/05/27,ASO,CMR,60,YR-MDG
2013/05/27,MUS,CND,60,YR-MDI
2013/05/27,MUS,IGI,60,YR-MDI
2013/05/27,ASO,SRS,60,YR-MDG
2013/05/27,ASO,ORI,60,YR-MDG
2013/05/27,MUS,NDC,60,YR-MDI
2013/05/28,MUS,TCV,60,YR-MDI
2013/05/28,ASO,CMR,60,YR-MDG
2013/05/28,MUS,FVI,60,YR-MDI
2013/05/28,ASO,NDC,60,YR-MDG
2013/05/28,ASO,CND,60,YR-MDG
2013/05/28,FGL,BOB,60,YR-MDI
2013/05/28,ASO,ORI,60,YR-MDG
2013/05/28,FGL,IGI,60,YR-MDI
2013/05/29,FGL,SRS,60,YR-MDI
2013/05/29,MUS,BOB,60,YR-MDG
2013/05/29,FGL,TCV,60,YR-MDI
2013/05/29,MUS,CMR,60,YR-MDG
2013/05/29,CIO,CND,60,YR-MDI
2013/05/29,ASO,IGI,60,YR-MDG
2013/05/29,CIO,FVI,60,YR-MDI
2013/05/29,ASO,NDC,60,YR-MDG
2013/06/04,ASO,FVI,60,YR-MDG
2013/06/04,ASO,ORI,60,YR-MDG
2013/06/04,ASO,TCV,60,YR-MDG
2013/06/04,ASO,BOB,60,YR-MDG
2013/06/04,CIO,IGI,60,YR-MDG
2013/06/04,CIO,SRS,60,YR-MDG
2013/06/05,ASO,FVI,60,YR-MDI
2013/06/05,ASO,TCV,60,YR-MDI
2013/06/05,MUS,NDC,60,YR-MDI
2013/06/05,FGL,CND,60,YR-MDG
2013/06/05,MUS,BOB,60,YR-MDI
2013/06/05,FGL,ORI,60,YR-MDG
2013/06/05,CIO,SRS,60,YR-MDI
2013/06/05,CIO,IGI,60,YR-MDI
2013/06/06,ASO,TCV,60,YR-MDI
2013/06/06,ASO,NDC,60,YR-MDI
2013/06/06,MUS,SRS,60,YR-MDI
2013/06/06,FGL,CMR,70,YR-MDG
2013/06/06,MUS,ORI,60,YR-MDI
2013/06/06,FGL,FVI,50,YR-MDG
2013/06/06,CIO,BOB,60,YR-MDI
2013/06/06,CIO,CND,60,YR-MDI
2013/06/07,CIO,CND,60,YR-MDG
2013/06/07,CIO,BOB,60,YR-MDG
2013/06/07,MUS,IGI,60,YR-MDI
2013/06/07,MUS,NDC,60,YR-MDI
2013/06/07,MUS,ORI,60,YR-MDI
2013/06/08,ASO,FVI,60,YR-MDI
2013/06/08,MUS,CMR,60,YR-MDG
2013/06/08,ASO,NDC,60,YR-MDI
2013/06/08,MUS,ORI,60,YR-MDG
2013/06/08,ASO,NDC,60,YR-MDI
2013/06/08,ASO,FVI,40,YR-MDI
2013/06/10,MUS,FVI,60,YR-MDI
2013/06/10,MUS,IGI,60,YR-MDI
2013/06/10,CIO,NDC,60,YR-MDG
2013/06/10,CIO,ORI,60,YR-MDG
2013/06/13,CIO,BOB,60,YR-MDG
2013/06/13,MUS,CMR,60,YR-MDI
2013/06/13,CIO,TCV,60,YR-MDG
2013/06/13,MUS,SRS,60,YR-MDI
2013/06/13,MUS,FVI,60,YR-MDI
2013/06/13,MUS,IGI,60,YR-MDI
2013/06/14,MUS,CND,60,YR-MDI
2013/06/14,CIO,BOB,60,YR-MDG
2013/06/14,MUS,CMR,60,YR-MDI
2013/06/14,CIO,TCV,60,YR-MDG
2013/06/14,MUS,NDC,60,YR-MDI
2013/06/14,MUS,SRS,60,YR-MDI
2013/06/15,ASO,IGI,60,YR-MDG
2013/06/15,ASO,ORI,60,YR-MDG
